Component, Received From Tejas, Consumption, Scrap, Balance, Returned Quantity, Returned Accounted Quantity, Unaccounted Return Quantity, Is Balancing, Remaining Rows in Results, Balance In Annexure
999-BPC000114-E, 3530, 1100, 0, 57, 2373, 2373, 0, true, 0, 1740
999-BPC000117-E, 317, 168, 0, 11, 138, 138, 0, true, 0, 1762
999-BVC000007-E, 989, 574, 0, 2, 413, 413, 0, true, 0, 1751
999-BVC000046-E, 1385, 982, 0, 25, 378, 378, 0, true, 0, 1647
999-CAC000008-E, 1949, 798, 0, 10, 1141, 1141, 0, true, 0, 1530
999-CAC000153-E, 1932, 1880, 0, 52, 723, 0, 723, true, 0, 22
999-CAC000294-E, 130, 120, 2, 0, 8, 8, 0, true, 0, null
999-CAC000302-E, 30, 20, 1, 0, 9, 9, 0, true, 0, null
999-CAC000338-E, 30, 20, 0, 0, 10, 10, 0, true, 0, null
999-CAC000487-E, 870, 861, 0, 1, 8, 8, 0, true, 0, 161
999-CAC000659-E, 1583, 684, 0, 4, 895, 895, 0, true, 0, 1740
999-CAC000670-E, 70, 60, 0, 0, 10, 10, 0, true, 0, null
999-CAC000683-E, 450, 110, 0, 18, 342, 322, 20, true, 0, 1523
999-CAC000833-E, 124, 80, 0, 0, 44, 44, 0, true, 0, null
999-CAC000904-E, 64, 40, 0, 0, 24, 24, 0, true, 0, null
999-CBC000010-E, 1459, 974, 0, 463, 637, 22, 615, true, 0, 1736
999-CBC000071-E, 50, 40, 0, 0, 10, 10, 0, true, 0, null
999-CJC000012-E, 200, 84, 0, 2, 114, 114, 0, true, 0, 1522
999-CJC000014-E, 1296, 1241, 0, 0, 55, 55, 0, true, 0, 1577
999-CJC000024-E, 31, 20, 0, 0, 11, 11, 0, true, 0, null
999-CKC000023-E, 978, 574, 0, 0, 404, 404, 0, true, 0, 1628
999-CKC000053-E, 40, 20, 0, 0, 20, 20, 0, true, 0, null
999-CLC000002-E, 3510, 1332, 0, 123, 2055, 2055, 0, true, 0, 1799
999-CLC000024-E, 400, 380, 1, 0, 19, 19, 0, true, 0, 1199
999-CLC000035-E, 1733, 1641, 0, 41, 51, 51, 0, true, 0, 1597
999-CLC000051-E, 305, 114, 13, 0, 178, 178, 0, true, 0, 1351
999-CLC000073-E, 3800, 2297, 0, 28, 1475, 1475, 0, true, 0, 161
999-CLC000076-E, 1510, 388, 0, 40, 1082, 1082, 0, true, 0, 19
999-CMC000026-E, 160, 114, 12, 0, 34, 34, 0, true, 0, 1210
999-CMCT00050-E, 800, 574, 1, 0, 225, 225, 0, true, 0, 1240
001-PCC000060-E, 32, 20, 0, 0, 12, 12, 0, true, 0, null
999-ABC000005-E, 4950, 1048, 0, 347, 3555, 3555, 0, true, 0, 1735
999-ACC000008-E, 3550, 2922, 144, 484, 520, 0, 520, true, 0, 1611
999-ACC000016-E, 24384, 456, 20, 13910, 31571, 9998, 21573, true, 0, 32
999-ACC000022-E, 4020, 2889, 166, 280, 685, 685, 0, true, 0, 1736
999-ACC000026-E, 8784, 2481, 110, 417, 5776, 5776, 0, true, 0, 1751
999-ACC000039-E, 1721, 1411, 61, 224, 25, 25, 0, true, 0, 283
999-ACC000103-E, 1362, 954, 57, 138, 213, 213, 0, true, 0, 1578
999-ACC000106-E, 4568, 1080, 48, 245, 3195, 3195, 0, true, 0, 1735
999-ACC000187-E, 13075, 1650, 73, 985, 11362, 10367, 995, true, 0, 1762
999-ACC315001-E, 4883, 1204, 185, 92, 3728, 3402, 326, true, 0, 1550
999-ACC315501-E, 1165, 750, 32, 110, 273, 273, 0, true, 0, 293
999-ACC316505-E, 400, 114, 8, 13, 265, 265, 0, true, 0, 33
999-ACC326503-E, 5917, 2164, 94, 290, 4143, 3369, 774, true, 0, 102
999-ADCD87751-E, 21116, 10778, 0, 561, 9777, 9777, 0, true, 0, 173
999-AIC000023-E, 5384, 1068, 66, 13, 4237, 4237, 0, true, 0, 30
999-AIC000042-E, 2310, 1344, 70, 16, 880, 880, 0, true, 0, 1736
999-AIC000073-E, 659, 110, 6, 4, 539, 539, 0, true, 0, 1735
999-AJC000017-E, 1154, 338, 0, 54, 762, 762, 0, true, 0, 1611
999-AYC000010-E, 2290, 220, 10, 349, 1711, 1711, 0, true, 0, 1563
999-AYC395263-E, 2755, 1188, 73, 141, 1353, 1353, 0, true, 0, 1578
999-AYC395266-E, 2103, 276, 23, 105, 1699, 1699, 0, true, 0, 1478
999-AYC395273-E, 1400, 178, 35, 0, 1187, 1187, 0, true, 0, 1202
999-AYC395276-E, 500, 114, 8, 34, 344, 344, 0, true, 0, 33
999-AYC395288-E, 45875, 6444, 777, 4916, 38738, 33738, 5000, true, 0, 1751
999-AYC395502-E, 47198, 29070, 1624, 2415, 14089, 14089, 0, true, 0, 152
999-AYC395503-E, 5883, 330, 31, 299, 5223, 5223, 0, true, 0, 1628
999-AYC395520-E, 3670, 904, 55, 84, 2627, 2627, 0, true, 0, 1611
999-AYC395522-E, 2297, 1492, 87, 233, 485, 485, 0, true, 0, 1577
999-AYC395528-E, 5459, 4306, 209, 210, 2055, 734, 1321, true, 0, 292
999-AYC395536-E, 400, 248, 17, 81, 54, 54, 0, true, 0, 1618
999-AYCB93502-E, 2600, 2280, 96, 134, 90, 90, 0, true, 0, 30
999-AYCB93504-E, 3820, 3090, 171, 378, 181, 181, 0, true, 0, 292
999-AYCF15001-E, 1500, 1033, 62, 214, 191, 191, 0, true, 0, 32
999-AZC000005-E, 4120, 2016, 0, 1009, 1095, 1095, 0, true, 0, 1578
999-AZC000008-E, 1840, 1428, 0, 122, 290, 290, 0, true, 0, 1577
999-BBC000091-E, 150, 120, 12, 0, 18, 18, 0, true, 0, null
999-BEC000026-E, 295, 84, 0, 12, 199, 199, 0, true, 0, 1632
999-BEC000080-E, 176, 84, 0, 2, 90, 90, 0, true, 0, 1594
999-BEC000093-E, 410, 84, 0, 2, 324, 324, 0, true, 0, 1579
999-BEC000107-E, 168, 84, 0, 6, 78, 78, 0, true, 0, 1610
999-BEC000302-E, 109, 20, 6, 0, 83, 83, 0, true, 0, null
999-BKC000008-E, 150, 114, 1, 0, 35, 35, 0, true, 0, null
999-BKC000014-E, 248, 114, 0, 2, 132, 132, 0, true, 0, 29
999-BVC000002-E, 1010, 574, 0, 2, 434, 434, 0, true, 0, 1618
999-CAC000161-E, 990, 574, 1, 0, 415, 415, 0, true, 0, 1280
999-CAC000192-E, 5362, 2648, 0, 1282, 2712, 1432, 1280, true, 0, 152
999-CAC000286-E, 1199, 220, 0, 14, 965, 965, 0, true, 0, 1523
999-CAC000352-E, 544, 130, 0, 0, 414, 414, 0, true, 0, 1610
999-CAC000556-E, 1980, 1168, 0, 2, 810, 810, 0, true, 0, 1878
999-CAC000814-E, 100, 40, 2, 0, 58, 58, 0, true, 0, 1202
999-CAC000815-E, 105, 40, 1, 0, 64, 64, 0, true, 0, 1202
999-CLC000014-E, 1150, 574, 0, 1, 575, 575, 0, true, 0, 1629
999-CLC000177-E, 747, 362, 0, 55, 330, 330, 0, true, 0, 1833
999-CLC000180-E, 3636, 880, 0, 199, 2557, 2557, 0, true, 0, 19
999-CLC000250-E, 150, 20, 130, 0, 0, 0, 0, true, 0, null
999-CMC000027-E, 468, 198, 8, 0, 262, 262, 0, true, 0, 1202
999-ACC000081-E, 64449, 36736, 1569, 2744, 26741, 23400, 3341, true, 0, 1736
999-ACC000092-E, 8803, 2060, 354, 129, 6413, 6260, 153, true, 0, 1597
999-ACC000189-E, 10637, 1980, 99, 263, 8295, 8295, 0, true, 0, 1736
999-ACC318501-E, 14571, 6872, 540, 62, 7544, 7097, 447, true, 0, 1578
999-AXC000020-E, 985, 574, 25, 36, 391, 350, 41, true, 0, 1751
999-AXC000045-E, 400, 194, 16, 12, 178, 178, 0, true, 0, 30
999-AYC000011-E, 400, 20, 8, 52, 320, 320, 0, true, 0, 1577
999-AYC000052-E, 937, 224, 17, 83, 613, 613, 0, true, 0, 1553
999-AYC000117-E, 200, 159, 41, 0, 0, 0, 0, true, 0, null
999-AYC000120-E, 1945, 1239, 72, 152, 670, 482, 188, true, 0, 33
999-AYC000127-E, 7425, 1468, 159, 157, 5641, 5641, 0, true, 0, 1578
999-AYC000133-E, 700, 228, 17, 6, 449, 449, 0, true, 0, 30
999-AYC000136-E, 13750, 12686, 8, 97, 959, 959, 0, true, 0, 152
999-AYC000139-E, 3250, 2138, 114, 59, 1127, 939, 188, true, 0, 29
999-AYC000251-E, 2030, 1188, 84, 580, 943, 178, 765, true, 0, 1579
999-AYC000266-E, 1080, 240, 11, 84, 745, 745, 0, true, 0, 1577
999-AYC000360-E, 1198, 574, 25, 58, 541, 541, 0, true, 0, 1611
999-AYC000373-E, 1610, 704, 37, 95, 774, 774, 0, true, 0, 1618
999-AYC393001-E, 16080, 2768, 657, 1779, 13234, 10876, 2358, true, 0, 1597
999-AYC395002-E, 714, 532, 29, 153, 3094, 0, 3094, true, 0, 1618
999-AYC395250-E, 1500, 159, 8, 209, 1124, 1124, 0, true, 0, 1553
999-AYC395254-E, 11910, 2456, 200, 681, 8573, 8573, 0, true, 0, 1550
999-AYC395261-E, 9133, 4544, 21, 356, 4737, 4212, 525, true, 0, 1751
999-AYC395262-E, 2411, 1302, 63, 134, 912, 912, 0, true, 0, 1751
999-AYC395500-E, 95868, 35430, 1803, 4412, 59477, 54223, 5254, true, 0, 152
999-AYC595265-E, 5936, 1997, 218, 63, 3658, 3658, 0, true, 0, 283
999-AYC855502-E, 782, 760, 3, 0, 19, 19, 0, true, 0, 1238
999-BEC000075-E, 220, 84, 0, 3, 133, 133, 0, true, 0, 1611
999-BEC000147-E, 258, 228, 0, 16, 14, 14, 0, true, 0, 120
999-BEC000152-E, 922, 178, 0, 5, 739, 739, 0, true, 0, 1946
999-BGC000052-E, 213, 84, 0, 9, 120, 120, 0, true, 0, 1523
999-BGC000099-E, 360, 110, 0, 0, 250, 250, 0, true, 0, 1243
999-BPC000041-E, 550, 0, 0, 0, 550, 550, 0, true, 0, 1203
999-BRC000055-E, 20, 20, 0, 0, 0, 0, 0, true, 0, null
999-BVC000108-E, 250, 84, 0, 1, 165, 165, 0, true, 0, 1533
999-CBC000028-E, 820, 308, 0, 265, 247, 247, 0, true, 0, 1740
999-CLC000001-E, 9275, 2818, 0, 133, 6324, 6324, 0, true, 0, 1563
999-CLC000018-E, 490, 198, 0, 0, 292, 292, 0, true, 0, 1203
999-CLC000059-E, 301, 84, 0, 11, 206, 206, 0, true, 0, 1618
999-CLC000084-E, 2209, 1910, 0, 82, 217, 217, 0, true, 0, 152
999-CLC000086-E, 242, 114, 0, 38, 135, 90, 45, true, 0, 28
999-CLC000134-E, 400, 114, 0, 1, 285, 285, 0, true, 0, 33
999-CLC000139-E, 71, 20, 51, 0, 0, 0, 0, true, 0, null
999-CLC000144-E, 215, 114, 0, 1, 100, 100, 0, true, 0, 157
999-CLC000253-E, 60, 20, 0, 0, 40, 40, 0, true, 0, null
999-CLC000377-E, 168, 20, 10, 0, 138, 138, 0, true, 0, null
115-PCC000006-E, 48, 45, 0, 0, 3, 3, 0, true, 0, 1210
999-ACC000031-E, 1425, 861, 44, 67, 453, 453, 0, true, 0, 120
999-ACC000191-E, 540, 110, 11, 27, 392, 392, 0, true, 0, 1736
999-ACC316506-E, 345, 90, 5, 23, 227, 227, 0, true, 0, 1577
999-ACC338501-E, 56119, 7533, 537, 1028, 48259, 47021, 1238, true, 0, 119
999-ALC000003-E, 50, 45, 2, 0, 3, 3, 0, true, 0, null
999-AOC000036-E, 1057, 1011, 0, 2, 44, 44, 0, true, 0, 142
999-AXC000079-E, 2234, 2022, 92, 120, 201, 0, 201, true, 0, 161
999-AYC000042-E, 200, 45, 0, 155, 0, 0, 0, true, 0, 1210
999-AYC000135-E, 403, 180, 23, 0, 200, 200, 0, true, 0, null
999-AYC395293-E, 1000, 170, 8, 137, 685, 685, 0, true, 0, 1578
999-AYC595502-E, 147, 45, 7, 0, 95, 95, 0, true, 0, null
999-AZC000004-E, 40039, 13012, 0, 2263, 24764, 24764, 0, true, 0, 69
999-BGC000035-E, 285, 84, 0, 8, 193, 193, 0, true, 0, 1680
999-CAC000021-E, 856, 655, 0, 7, 194, 194, 0, true, 0, 34
999-CAC000369-E, 48, 45, 0, 0, 3, 3, 0, true, 0, null
999-CLC000013-E, 1128, 213, 0, 40, 875, 875, 0, true, 0, 1495
999-CLC000053-E, 250, 45, 0, 13, 192, 192, 0, true, 0, 1529
999-CLC000123-E, 149, 45, 6, 0, 98, 98, 0, true, 0, null
102-CDC000015-M, 60, 47, 0, 13, 0, 0, 0, true, 50, 1211
110-CCA000011-M, 116, 114, 0, 1, 1, 1, 0, true, 0, 22
110-CDA000003-M, 48, 45, 0, 0, 3, 3, 0, true, 0, 1436
110-CGC000006-M, 50, 45, 0, 0, 5, 5, 0, true, 0, 1211
110-CGC000036-M, 118, 114, 0, 0, 4, 4, 0, true, 0, 1337
201-CCA000017-M, 85, 84, 0, 0, 1, 1, 0, true, 0, null
998-BZA000189-X, 280, 270, 1, 0, 9, 9, 0, true, 0, 1211
998-BZA000358-X, 231, 135, 0, 0, 96, 96, 0, true, 0, 1351
998-CPC000159-M, 220, 184, 0, 36, 0, 0, 0, true, 0, 161
999-BZC000042-X, 2060, 600, 0, 360, 1100, 1100, 0, true, 0, 283
999-CECNSS001-M, 790, 396, 0, 2, 392, 392, 0, true, 0, 22
999-CECSMX012-M, 640, 540, 3, 0, 97, 97, 0, true, 0, 1211
999-CECSMX013-M, 296, 228, 0, 0, 68, 68, 0, true, 0, 1211
999-CECSMX015-M, 8108, 6019, 0, 1295, 794, 794, 0, true, 48, 293
999-CECSMX016-M, 2374, 2361, 0, 0, 133, 13, 120, true, 0, 1907
999-CECSPP010-M, 430, 336, 0, 54, 100, 40, 60, true, 0, 22
999-CECSPP011-M, 110, 84, 0, 26, 27, 0, 27, true, 0, 22
999-CECSPX007-M, 4919, 3516, 0, 1403, 1379, 0, 1379, true, 0, 40
999-CFC000020-M, 105, 84, 0, 2, 19, 19, 0, true, 0, 31
999-CFC000021-M, 990, 986, 0, 4, 0, 0, 0, true, 0, 293
999-CFC000022-M, 1131, 1126, 0, 5, 0, 0, 0, true, 0, 161
999-CGC000049-M, 250, 84, 0, 1, 165, 165, 0, true, 0, 1907
998-BBC000004-E, 312, 250, 0, 0, 62, 62, 0, true, 0, 1419
999-ACC000018-E, 609, 375, 41, 0, 193, 193, 0, true, 0, 1214
999-ACC000021-E, 351, 250, 41, 0, 60, 60, 0, true, 0, null
999-ACC000037-E, 1699, 1425, 61, 89, 124, 124, 0, true, 0, 283
999-ACC000041-E, 620, 500, 102, 0, 18, 18, 0, true, 0, 1345
999-ACC000075-E, 400, 250, 16, 105, 29, 29, 0, true, 0, 1553
115-PCC000009-E, 132, 125, 1, 0, 6, 6, 0, true, 0, 1647
998-CPC000011-M, 612, 310, 0, 257, 45, 45, 0, true, 0, 293
998-CPC000086-M, 325, 323, 0, 1, 1, 1, 0, true, 0, 1907
998-CPC000217-M, 125, 125, 0, 0, 0, 0, 0, true, 0, null
998-CPC000668-M, 885, 684, 0, 5, 196, 196, 0, true, 0, 1938
998-CPC000673-M, 890, 684, 0, 20, 186, 186, 0, true, 0, 1938
110-CCA000006-M, 160, 125, 18, 0, 17, 17, 0, true, 0, null
110-CGC000037-M, 127, 125, 0, 0, 2, 2, 0, true, 0, 1337
141-CCA000003-M, 625, 574, 0, 0, 51, 51, 0, true, 0, 1221
141-CCA000015-M, 256, 110, 0, 1, 145, 145, 0, true, 0, 1946
141-CGC000003-M, 625, 574, 0, 11, 53, 40, 13, true, 0, 1907
141-CGC000021-M, 256, 110, 0, 16, 150, 130, 20, true, 0, 1946
141-CGC000022-M, 256, 110, 0, 0, 146, 146, 0, true, 0, null
203-CDA000002-M, 380, 380, 0, 0, 0, 0, 0, true, 0, 1907
203-CDA000003-M, 380, 380, 0, 0, 0, 0, 0, true, 0, 1907
203-CDA000004-M, 380, 380, 0, 0, 0, 0, 0, true, 0, 1907
203-CGC000003-M, 380, 380, 0, 0, 0, 0, 0, true, 0, 1907
998-BZA000645-X, 259, 250, 0, 0, 9, 9, 0, true, 0, 1769
998-CDC000017-M, 1756, 1368, 0, 0, 388, 388, 0, true, 0, 1351
998-CFC000024-M, 431, 375, 0, 56, 99, 0, 99, true, 0, 293
999-CECSCX006-M, 1840, 1368, 0, 107, 523, 365, 158, true, 0, 1907
999-CECSPP016-M, 260, 250, 0, 0, 10, 10, 0, true, 0, null
999-CECSPX049-M, 594, 500, 0, 94, 0, 0, 0, true, 0, 293
999-CFC000044-M, 1260, 1148, 0, 0, 112, 112, 0, true, 0, 1221
999-ADC000015-E, 682, 580, 0, 35, 67, 67, 0, true, 0, 119
999-ARC000009-E, 205, 125, 3, 0, 77, 77, 0, true, 0, 1223
999-AXC000046-E, 310, 250, 10, 0, 50, 50, 0, true, 0, null
999-AXC000064-E, 270, 125, 11, 24, 110, 110, 0, true, 0, 1578
999-AYC000015-E, 250, 250, 0, 0, 0, 0, 0, true, 0, 1223
999-AYC000096-E, 400, 250, 58, 0, 92, 92, 0, true, 0, 1223
999-AYC000158-E, 235, 125, 18, 0, 92, 92, 0, true, 0, null
999-AYC000175-E, 200, 125, 29, 0, 46, 46, 0, true, 0, null
999-AYC000182-E, 900, 560, 28, 39, 273, 273, 0, true, 0, 293
999-BRC000020-E, 450, 300, 0, 20, 130, 130, 0, true, 0, 120
999-ACC315250-E, 620, 500, 120, 0, 0, 0, 0, true, 0, 1345
999-ACC326501-E, 655, 375, 19, 63, 198, 198, 0, true, 0, 1611
999-ACC756502-E, 944, 650, 41, 132, 260, 121, 139, true, 0, 283
999-AHC916001-E, 1097, 550, 0, 135, 412, 412, 0, true, 0, 119
999-AOC000040-E, 236, 175, 0, 0, 61, 61, 0, true, 0, 1224
999-AXC000043-E, 500, 400, 21, 57, 98, 22, 76, true, 0, 152
999-AYC000051-E, 1067, 750, 45, 84, 188, 188, 0, true, 0, 283
999-AYC000122-E, 1797, 1125, 56, 616, 0, 0, 0, true, 0, 283
999-AYC000130-E, 400, 250, 128, 0, 22, 22, 0, true, 0, 1224
999-AYC000199-E, 1056, 935, 43, 78, 0, 0, 0, true, 0, 33
998-CPC000161-M, 85, 85, 0, 0, 0, 0, 0, true, 0, 1523
998-CPC000595-M, 868, 859, 0, 9, 0, 0, 0, true, 0, 161
999-ACC757504-E, 1364, 1050, 50, 66, 198, 198, 0, true, 0, 142
999-ADC000011-E, 650, 625, 0, 0, 25, 25, 0, true, 0, 1227
999-ADC000026-E, 784, 750, 2, 0, 32, 32, 0, true, 0, 1344
999-AEC000004-E, 410, 400, 0, 9, 1, 1, 0, true, 0, 142
999-AIC000050-E, 8389, 710, 52, 6272, 9971, 1355, 8616, true, 0, 1611
999-AIC000090-E, 506, 250, 20, 195, 41, 41, 0, true, 0, 1901
999-AOC000023-E, 547, 250, 0, 0, 297, 297, 0, true, 0, 1522
999-AOC000034-E, 450, 250, 0, 2, 198, 198, 0, true, 0, 1501
999-AXC000048-E, 500, 250, 20, 19, 211, 211, 0, true, 0, 1610
999-AYC000062-E, 400, 250, 16, 134, 0, 0, 0, true, 0, 1594
999-AYC000063-E, 200, 125, 45, 0, 30, 30, 0, true, 0, null
999-AYC000114-E, 1804, 243, 50, 164, 1347, 1347, 0, true, 0, 292
999-AYC000173-E, 1500, 745, 33, 658, 64, 64, 0, true, 0, 292
999-CLC000160-E, 300, 250, 4, 0, 46, 46, 0, true, 0, 1227
999-BBC000020-E, 350, 250, 0, 1, 99, 99, 0, true, 0, 292
999-CAC000329-E, 135, 125, 0, 0, 10, 10, 0, true, 0, 1339
999-CJC000010-E, 145, 125, 2, 0, 18, 18, 0, true, 0, 1347
999-CLC000112-E, 523, 425, 0, 7, 91, 91, 0, true, 0, 1533
999-AIC000061-E, 1227, 1185, 0, 1, 41, 41, 0, true, 0, 34
999-AJC000021-E, 261, 250, 0, 2, 9, 9, 0, true, 0, 1523
999-AXC000060-E, 550, 500, 23, 16, 11, 11, 0, true, 0, 1523
999-AXC000061-E, 531, 500, 19, 0, 12, 12, 0, true, 0, 1345
999-AXC000089-E, 284, 250, 2, 0, 32, 32, 0, true, 0, 1345
999-AYC000267-E, 252, 125, 42, 0, 85, 85, 0, true, 0, null
999-AYCB93251-E, 400, 125, 8, 173, 94, 94, 0, true, 0, 283
999-BAA000001-E, 128, 125, 0, 3, 0, 0, 0, true, 0, 34
999-CAC000086-E, 922, 920, 0, 0, 2, 2, 0, true, 0, 1345
999-CLC000158-E, 150, 125, 0, 1, 24, 24, 0, true, 0, 1522
999-CLC000159-E, 175, 125, 6, 0, 44, 44, 0, true, 0, 1347
999-AYC395291-E, 985, 250, 40, 145, 550, 550, 0, true, 0, 1522
999-CAC000268-E, 1382, 1125, 0, 257, 0, 0, 0, true, 0, 293
999-CAC000289-E, 420, 168, 3, 0, 315, 249, 66, true, 0, 1240
999-AYC000149-E, 779, 625, 32, 28, 94, 94, 0, true, 0, 1618
999-AYC395519-E, 399, 175, 8, 85, 131, 131, 0, true, 0, 30
999-AYC395526-E, 330, 125, 5, 55, 145, 145, 0, true, 0, 283
999-AYC595501-E, 1550, 995, 43, 17, 495, 495, 0, true, 0, 292
999-BEC000208-E, 400, 250, 2, 0, 148, 148, 0, true, 0, 1241
999-CLC000027-E, 200, 125, 14, 0, 61, 61, 0, true, 0, null
999-CLC000137-E, 400, 250, 0, 5, 145, 145, 0, true, 0, 1578
999-CLC000155-E, 457, 435, 0, 6, 16, 16, 0, true, 0, 152
999-CLC000170-E, 498, 375, 0, 30, 93, 93, 0, true, 0, 1553
999-COC000012-E, 321, 250, 4, 0, 67, 67, 0, true, 0, 1241
999-AXC000058-E, 494, 435, 20, 19, 20, 20, 0, true, 0, 119
999-AYC393507-E, 400, 250, 16, 52, 82, 82, 0, true, 0, 1559
999-CHC000006-X, 600, 310, 0, 290, 0, 0, 0, true, 0, 31
998-CPC000645-M, 85, 85, 0, 0, 0, 0, 0, true, 0, 1769
999-AYC395513-E, 200, 0, 0, 0, 200, 200, 0, true, 0, null
999-AYC395751-E, 200, 0, 0, 0, 200, 200, 0, true, 0, null
999-BGC000025-E, 100, 0, 0, 0, 100, 100, 0, true, 0, null
999-BVC000037-E, 106, 0, 0, 0, 106, 106, 0, true, 0, null
999-CLC000008-E, 1072, 118, 0, 6, 960, 948, 12, true, 0, 29
001-PCCSYNC03-E, 40, 0, 0, 0, 40, 40, 0, true, 0, null
999-BUC000002-E, 125, 0, 0, 96, 29, 29, 0, true, 0, 28
998-CPC000740-M, 878, 684, 0, 14, 180, 180, 0, true, 0, 1907
998-CPC000049-M, 613, 380, 0, 233, 231, 0, 231, true, 0, 283
998-CPC000053-M, 390, 380, 0, 3, 7, 7, 0, true, 0, 1938
998-CPC000054-M, 390, 380, 0, 3, 7, 7, 0, true, 0, 161
998-CPC000058-M, 457, 380, 0, 0, 77, 77, 0, true, 0, 1907
998-CPC000092-M, 425, 323, 0, 23, 79, 79, 0, true, 0, 1938
998-CPC000162-M, 885, 684, 0, 180, 21, 21, 0, true, 0, 1907
140-CDC000014-M, 30, 20, 0, 0, 10, 10, 0, true, 0, null
140-CDC000042-M, 30, 20, 0, 0, 10, 10, 0, true, 0, null
140-CGC000001-M, 30, 20, 0, 0, 10, 10, 0, true, 0, null
140-CGC000002-M, 30, 20, 0, 0, 10, 10, 0, true, 0, null
140-CGC000004-M, 30, 20, 0, 0, 10, 10, 0, true, 0, null
140-CGC000009-M, 30, 20, 3, 0, 7, 7, 0, true, 0, null
140-CGC000020-M, 30, 20, 10, 0, 0, 0, 0, true, 0, null
999-CECSCX045-M, 340, 240, 2, 0, 98, 98, 0, true, 0, null
140-CDA000014-M, 30, 20, 0, 0, 10, 10, 0, true, 0, null
140-CDA000016-M, 30, 20, 0, 3, 17, 7, 10, true, 0, 1342
140-CDA000026-M, 30, 20, 0, 0, 10, 10, 0, true, 0, null
140-CDA000030-M, 20, 20, 0, 0, 0, 0, 0, true, 0, null
998-BZA000966-X, 68, 60, 0, 0, 8, 8, 0, true, 0, null
999-ACC000374-E, 30, 20, 0, 0, 10, 10, 0, true, 0, null
999-BTC000022-E, 22, 20, 0, 0, 2, 2, 0, true, 0, null
998-CPC000067-M, 25, 20, 0, 0, 5, 5, 0, true, 0, null
998-CPC000095-M, 188, 177, 0, 11, 0, 0, 0, true, 3, 1907
998-CPC000245-M, 1000, 20, 0, 0, 980, 980, 0, true, 0, null
999-CAC000418-E, 250, 228, 0, 1, 21, 21, 0, true, 0, 1522
160-PCC000002-E, 133, 0, 0, 0, 133, 133, 0, true, 0, null
999-BGC000012-E, 170, 0, 0, 5, 165, 165, 0, true, 0, 28
999-ACC000006-E, 400, 0, 0, 8, 392, 392, 0, true, 0, 32
999-CAC000108-E, 144, 0, 6, 0, 138, 138, 0, true, 0, null
999-CAC000328-E, 975, 0, 87, 0, 888, 888, 0, true, 0, null
999-CJC000005-E, 1070, 118, 0, 10, 942, 942, 0, true, 0, 1597
999-ACC316503-E, 134, 0, 7, 0, 127, 127, 0, true, 0, null
999-AYC000262-E, 2591, 0, 0, 300, 2291, 2291, 0, true, 0, 1611
999-CAC000370-E, 250, 0, 12, 0, 238, 238, 0, true, 0, null
999-CLC000115-E, 320, 0, 0, 140, 180, 180, 0, true, 0, 1578
999-AHC926750-E, 300, 175, 0, 75, 50, 50, 0, true, 0, 1901
999-ACC315027-E, 1045, 898, 42, 98, 7, 7, 0, true, 0, 142
999-AYC000111-E, 1630, 898, 62, 56, 614, 614, 0, true, 0, 1563
999-AYC000126-E, 3680, 3592, 0, 28, 60, 60, 0, true, 0, 152
999-AYC000140-E, 8362, 1062, 80, 7220, 7285, 0, 7285, true, 0, 120
999-BPC000015-E, 770, 118, 0, 31, 621, 621, 0, true, 0, 1478
104-PCC000001-E, 768, 756, 0, 12, 0, 0, 0, true, 11, 1577
104-PCC000002-E, 703, 118, 0, 585, 587, 0, 587, true, 0, 1577
999-ACC000017-E, 13870, 1416, 160, 169, 12410, 12125, 285, true, 0, 34
999-AYC000282-E, 767, 450, 23, 51, 243, 243, 0, true, 0, 152
999-BEC000139-E, 1440, 118, 0, 14, 1308, 1308, 0, true, 0, 1495
999-CAC000069-E, 800, 118, 0, 0, 682, 682, 0, true, 0, null
999-CAC000100-E, 1010, 898, 0, 2, 110, 110, 0, true, 0, 1609
999-CAC000106-E, 780, 118, 0, 3, 659, 659, 0, true, 0, 1495
999-CAC000158-E, 927, 898, 0, 15, 14, 14, 0, true, 0, 152
999-CBC000049-E, 10875, 4654, 0, 1202, 5019, 5019, 0, true, 0, 152
998-CPC000091-M, 450, 198, 0, 5, 247, 247, 0, true, 0, 1938
102-PCC000014-E, 160, 150, 0, 0, 10, 10, 0, true, 0, null
998-BBC000002-E, 175, 150, 0, 2, 23, 23, 0, true, 0, 142
999-ADC000028-E, 150, 150, 0, 0, 0, 0, 0, true, 0, 1482
999-AOC000033-E, 240, 150, 0, 90, 0, 0, 0, true, 0, 142
999-AYC000067-E, 837, 600, 26, 11, 200, 200, 0, true, 0, 152
999-AYC000188-E, 1308, 900, 39, 39, 330, 330, 0, true, 0, 152
999-AYC595257-E, 3719, 3344, 0, 97, 278, 278, 0, true, 7, 152
999-BBC000028-E, 166, 150, 0, 16, 0, 0, 0, true, 0, 152
999-CAC000222-E, 150, 150, 0, 0, 75, 0, 75, true, 0, null
999-CAC000400-E, 150, 150, 0, 0, 0, 0, 0, true, 0, null
999-CLC000161-E, 630, 460, 0, 28, 142, 142, 0, true, 0, 152
999-BEC000161-E, 800, 118, 0, 7, 696, 675, 21, true, 0, 1495
999-BGC000066-E, 967, 898, 0, 6, 63, 63, 0, true, 0, 152
