Component, Board, Invoice Number, Invoice Date, Board Quantity, Component Consumption, Total Component Quantity
115-PCC000009-E,115-PCA000037-E,79,03-Jun-15,1,1,1
115-PCC000009-E,115-PCA000037-E,81,05-Jun-15,6,1,6
115-PCC000009-E,115-PCA000037-E,92,11-Jun-15,3,1,3
115-PCC000009-E,115-PCA000037-E,95,13-Jun-15,8,1,8
115-PCC000009-E,115-PCA000037-E,109,19-Jun-15,1,1,1
115-PCC000009-E,115-PCA000037-E,120,30-Jun-15,5,1,5
115-PCC000009-E,115-PCA000037-E,125,02-Jul-15,3,1,3
115-PCC000009-E,115-PCA000037-E,146,15-Jul-15,6,1,6
115-PCC000009-E,115-PCA000037-E,150,20-Jul-15,5,1,5
115-PCC000011-E,115-PCA000039-E,196,13-Feb-15,50,1,50
115-PCC000011-E,115-PCA000039-E,199,16-Feb-15,23,1,23
115-PCC000011-E,115-PCA000039-E,260,13-Mar-15,1,1,1
115-PCC000011-E,115-PCA000039-E,327,30-Mar-15,5,1,5
115-PCC000011-E,115-PCA000039-E,339,30-Mar-15,3,1,3
115-PCC000011-E,115-PCA000039-E,340,30-Mar-15,16,1,16
115-PCC000011-E,115-PCA000039-E,171,31-Jul-15,2,1,2
115-PCC000011-E,115-PCA000039-E,176,05-Aug-15,5,1,5
115-PCC000011-E,115-PCA000039-E,179,10-Aug-15,4,1,4
115-PCC000011-E,115-PCA000039-E,191,21-Sep-15,2,1,2
115-PCC000011-E,115-PCA000039-E,243,19-Jan-16,3,1,3
115-PCC000013-E,130-PCA000207-E,130,31-Dec-14,10,1,10
115-PCC000013-E,130-PCA000207-E,132,31-Dec-14,4,1,4
115-PCC000013-E,130-PCA000207-E,131,31-Dec-14,5,1,5
115-PCC000013-E,130-PCA000207-E,129,31-Dec-14,10,1,10
115-PCC000013-E,130-PCA000207-E,159,19-Jan-15,1,1,1
115-PCC000013-E,130-PCA000207-E,249,07-Mar-15,2,1,2
115-PCC000013-E,130-PCA000207-E,252,09-Mar-15,8,1,8
115-PCC000013-E,130-PCA000207-E,261,13-Mar-15,1,1,1
115-PCC000013-E,130-PCA000207-E,284,18-Mar-15,1,1,1
115-PCC000013-E,130-PCA000207-E,291,19-Mar-15,3,1,3
115-PCC000013-E,130-PCA000207-E,344,30-Mar-15,6,1,6
115-PCC000013-E,130-PCA000207-E,345,30-Mar-15,10,1,10
115-PCC000013-E,130-PCA000207-E,346,30-Mar-15,5,1,5
115-PCC000013-E,130-PCA000207-E,42,18-May-15,2,1,2
115-PCC000013-E,130-PCA000207-E,45,19-May-15,1,1,1
115-PCC000013-E,130-PCA000207-E,49,22-May-15,1,1,1
115-PCC000013-E,130-PCA000207-E,196,21-Sep-15,1,1,1
115-PCC000013-E,130-PCA000207-E,198,25-Sep-15,1,1,1
115-PCC000013-E,130-PCA000207-E,198,25-Sep-15,10,1,10
115-PCC000013-E,130-PCA000207-E,245,09-Feb-16,3,1,3
120-CGC000040-M,170-PCA000002-E,90,02-Dec-14,29,1,29
120-CGC000040-M,170-PCA000003-E,95,05-Dec-14,11,3,33
120-CGC000040-M,170-PCA000003-E,97,06-Dec-14,24,3,72
120-CGC000040-M,170-PCA000003-E,100,08-Dec-14,17,3,51
120-CGC000040-M,170-PCA000084-E,101,08-Dec-14,40,1,40
120-CGC000040-M,170-PCA000003-E,102,09-Dec-14,6,3,18
120-CGC000040-M,170-PCA000084-E,102,09-Dec-14,18,1,18
120-CGC000040-M,170-PCA000003-E,104,10-Dec-14,9,3,27
120-CGC000040-M,170-PCA000084-E,104,10-Dec-14,33,1,33
120-CGC000040-M,170-PCA000084-E,105,11-Dec-14,37,1,37
120-CGC000040-M,170-PCA000003-E,107,15-Dec-14,58,3,174
120-CGC000040-M,170-PCA000003-E,111,19-Dec-14,10,3,30
120-CGC000040-M,170-PCA000084-E,111,19-Dec-14,34,1,34
120-CGC000040-M,170-PCA000256-E,111,19-Dec-14,43,1,43
120-CGC000040-M,170-PCA000002-E,117,24-Dec-14,35,1,35
120-CGC000040-M,170-PCA000256-E,117,24-Dec-14,17,1,17
120-CGC000040-M,170-PCA000002-E,119,26-Dec-14,30,1,30
120-CGC000040-M,170-PCA000084-E,119,26-Dec-14,12,1,12
120-CGC000040-M,103-PCA000027-E,133,31-Dec-14,25,1,25
120-CGC000040-M,103-PCA000027-E,137,31-Dec-14,25,1,25
120-CGC000040-M,104-PCA000001-E,126,31-Dec-14,47,1,47
120-CGC000040-M,115-PCA000084-E,128,31-Dec-14,7,2,14
120-CGC000040-M,130-PCA000207-E,130,31-Dec-14,10,3,30
120-CGC000040-M,130-PCA000207-E,132,31-Dec-14,4,3,12
120-CGC000040-M,130-PCA000207-E,131,31-Dec-14,5,3,15
120-CGC000040-M,130-PCA000207-E,129,31-Dec-14,10,3,30
120-CGC000040-M,141-PCA000002-E,134,31-Dec-14,15,1,15
120-CGC000040-M,141-PCA000002-E,135,31-Dec-14,15,1,15
120-CGC000040-M,141-PCA000002-E,136,31-Dec-14,7,1,7
120-CGC000040-M,170-PCA000084-E,125,31-Dec-14,2,1,2
120-CGC000040-M,170-PCA000256-E,127,31-Dec-14,25,1,25
120-CGC000040-M,170-PCA000256-E,140,03-Jan-15,14,1,14
120-CGC000040-M,170-PCA000256-E,145,07-Jan-15,4,1,4
120-CGC000040-M,103-PCA000027-E,150,10-Jan-15,58,1,58
120-CGC000040-M,103-PCA000027-E,157,19-Jan-15,2,1,2
120-CGC000040-M,130-PCA000207-E,159,19-Jan-15,1,3,3
120-CGC000040-M,170-PCA000256-E,158,19-Jan-15,4,1,4
120-CGC000040-M,141-PCA000002-E,166,22-Jan-15,50,1,50
120-CGC000040-M,141-PCA000002-E,168,23-Jan-15,70,1,70
120-CGC000040-M,141-PCA000002-E,170,24-Jan-15,70,1,70
120-CGC000040-M,141-PCA000002-E,172,27-Jan-15,100,1,100
120-CGC000040-M,141-PCA000002-E,174,28-Jan-15,60,1,60
120-CGC000040-M,141-PCA000002-E,177,30-Jan-15,70,1,70
120-CGC000040-M,141-PCA000002-E,181,02-Feb-15,50,1,50
120-CGC000040-M,141-PCA000002-E,187,06-Feb-15,9,1,9
120-CGC000040-M,170-PCA000256-E,186,06-Feb-15,3,1,3
120-CGC000040-M,141-PCA000002-E,189,09-Feb-15,40,1,40
120-CGC000040-M,115-PCA000007-E,192,11-Feb-15,21,1,21
120-CGC000040-M,115-PCA000039-E,196,13-Feb-15,50,1,50
120-CGC000040-M,115-PCA000007-E,199,16-Feb-15,18,1,18
120-CGC000040-M,115-PCA000039-E,199,16-Feb-15,23,1,23
120-CGC000040-M,141-PCA000002-E,199,16-Feb-15,1,1,1
120-CGC000040-M,115-PCA000037-E,202,18-Feb-15,3,1,3
120-CGC000040-M,141-PCA000024-E,202,18-Feb-15,4,1,4
120-CGC000040-M,104-PCA000002-E,202,18-Feb-15,30,1,30
120-CGC000040-M,104-PCA000002-E,204,19-Feb-15,30,1,30
120-CGC000040-M,115-PCA000037-E,207,20-Feb-15,15,1,15
120-CGC000040-M,104-PCA000003-E,205,20-Feb-15,100,1,100
120-CGC000040-M,104-PCA000002-E,209,21-Feb-15,19,1,19
120-CGC000040-M,104-PCA000003-E,210,21-Feb-15,140,1,140
120-CGC000040-M,115-PCA000037-E,213,23-Feb-15,8,1,8
120-CGC000040-M,104-PCA000003-E,212,23-Feb-15,260,1,260
120-CGC000040-M,115-PCA000037-E,214,24-Feb-15,13,1,13
120-CGC000040-M,115-PCA000084-E,216,24-Feb-15,1,2,2
120-CGC000040-M,104-PCA000003-E,215,24-Feb-15,100,1,100
120-CGC000040-M,115-PCA000037-E,219,25-Feb-15,1,1,1
120-CGC000040-M,104-PCA000002-E,217,25-Feb-15,12,1,12
120-CGC000040-M,104-PCA000003-E,218,25-Feb-15,20,1,20
120-CGC000040-M,104-PCA000004-E,220,25-Feb-15,5,1,5
120-CGC000040-M,104-PCA000001-E,223,26-Feb-15,50,1,50
120-CGC000040-M,104-PCA000004-E,222,26-Feb-15,20,1,20
120-CGC000040-M,104-PCA000003-E,228,27-Feb-15,27,1,27
120-CGC000040-M,104-PCA000004-E,224,27-Feb-15,18,1,18
120-CGC000040-M,104-PCA000004-E,227,27-Feb-15,7,1,7
120-CGC000040-M,104-PCA000004-E,230,28-Feb-15,20,1,20
120-CGC000040-M,104-PCA000001-E,232,02-Mar-15,60,1,60
120-CGC000040-M,104-PCA000004-E,231,02-Mar-15,10,1,10
120-CGC000040-M,104-PCA000001-E,234,03-Mar-15,80,1,80
120-CGC000040-M,104-PCA000003-E,235,03-Mar-15,40,1,40
120-CGC000040-M,104-PCA000004-E,233,03-Mar-15,4,1,4
120-CGC000040-M,104-PCA000001-E,237,04-Mar-15,110,1,110
120-CGC000040-M,115-PCA000084-E,238,04-Mar-15,1,2,2
120-CGC000040-M,104-PCA000003-E,236,04-Mar-15,20,1,20
120-CGC000040-M,104-PCA000001-E,241,05-Mar-15,117,1,117
120-CGC000040-M,104-PCA000004-E,240,05-Mar-15,7,1,7
120-CGC000040-M,104-PCA000001-E,243,06-Mar-15,54,1,54
120-CGC000040-M,104-PCA000003-E,242,06-Mar-15,8,1,8
120-CGC000040-M,104-PCA000004-E,244,06-Mar-15,3,1,3
120-CGC000040-M,115-PCA000037-E,248,07-Mar-15,1,1,1
120-CGC000040-M,130-PCA000207-E,249,07-Mar-15,2,3,6
120-CGC000040-M,170-PCA000002-E,250,07-Mar-15,6,1,6
120-CGC000040-M,104-PCA000002-E,247,07-Mar-15,2,1,2
120-CGC000040-M,104-PCA000003-E,245,07-Mar-15,3,1,3
120-CGC000040-M,104-PCA000004-E,246,07-Mar-15,1,1,1
120-CGC000040-M,104-PCA000001-E,254,09-Mar-15,34,1,34
120-CGC000040-M,130-PCA000207-E,252,09-Mar-15,8,3,24
120-CGC000040-M,104-PCA000003-E,253,09-Mar-15,7,1,7
120-CGC000040-M,104-PCA000001-E,256,12-Mar-15,67,1,67
120-CGC000040-M,115-PCA000037-E,263,13-Mar-15,5,1,5
120-CGC000040-M,104-PCA000001-E,258,13-Mar-15,3,1,3
120-CGC000040-M,115-PCA000039-E,260,13-Mar-15,1,1,1
120-CGC000040-M,115-PCA000084-E,262,13-Mar-15,3,2,6
120-CGC000040-M,130-PCA000207-E,261,13-Mar-15,1,3,3
120-CGC000040-M,104-PCA000003-E,264,13-Mar-15,2,1,2
120-CGC000040-M,104-PCA000004-E,259,13-Mar-15,1,1,1
120-CGC000040-M,115-PCA000037-E,267,14-Mar-15,4,1,4
120-CGC000040-M,115-PCA000084-E,268,14-Mar-15,5,2,10
120-CGC000040-M,115-PCA000084-E,270,14-Mar-15,3,2,6
120-CGC000040-M,170-PCA000084-E,269,14-Mar-15,25,1,25
120-CGC000040-M,170-PCA000002-E,272,15-Mar-15,30,1,30
120-CGC000040-M,170-PCA000084-E,271,15-Mar-15,40,1,40
120-CGC000040-M,170-PCA000002-E,274,16-Mar-15,50,1,50
120-CGC000040-M,170-PCA000084-E,275,16-Mar-15,60,1,60
120-CGC000040-M,115-PCA000037-E,279,17-Mar-15,3,1,3
120-CGC000040-M,115-PCA000037-E,280,17-Mar-15,1,1,1
120-CGC000040-M,170-PCA000002-E,278,17-Mar-15,41,1,41
120-CGC000040-M,170-PCA000084-E,277,17-Mar-15,48,1,48
120-CGC000040-M,115-PCA000037-E,283,18-Mar-15,1,1,1
120-CGC000040-M,115-PCA000084-E,285,18-Mar-15,2,2,4
120-CGC000040-M,130-PCA000207-E,284,18-Mar-15,1,3,3
120-CGC000040-M,170-PCA000003-E,287,18-Mar-15,1,3,3
120-CGC000040-M,170-PCA000003-E,288,18-Mar-15,10,3,30
120-CGC000040-M,170-PCA000084-E,286,18-Mar-15,7,1,7
120-CGC000040-M,170-PCA000084-E,293,18-Mar-15,7,1,7
120-CGC000040-M,115-PCA000037-E,295,19-Mar-15,1,1,1
120-CGC000040-M,115-PCA000084-E,294,19-Mar-15,1,2,2
120-CGC000040-M,130-PCA000207-E,291,19-Mar-15,3,3,9
120-CGC000040-M,170-PCA000003-E,292,19-Mar-15,22,3,66
120-CGC000040-M,170-PCA000003-E,298,20-Mar-15,22,3,66
120-CGC000040-M,170-PCA000003-E,301,23-Mar-15,15,3,45
120-CGC000040-M,104-PCA000001-E,306,25-Mar-15,5,1,5
120-CGC000040-M,115-PCA000084-E,307,25-Mar-15,1,2,2
120-CGC000040-M,170-PCA000002-E,304,25-Mar-15,1,1,1
120-CGC000040-M,170-PCA000003-E,303,25-Mar-15,6,3,18
120-CGC000040-M,115-PCA000037-E,309,26-Mar-15,11,1,11
120-CGC000040-M,104-PCA000001-E,311,26-Mar-15,5,1,5
120-CGC000040-M,170-PCA000003-E,312,26-Mar-15,4,3,12
120-CGC000040-M,104-PCA000004-E,310,26-Mar-15,7,1,7
120-CGC000040-M,104-PCA000001-E,319,27-Mar-15,10,1,10
120-CGC000040-M,115-PCA000084-E,318,27-Mar-15,1,2,2
120-CGC000040-M,141-PCA000024-E,317,27-Mar-15,1,1,1
120-CGC000040-M,104-PCA000004-E,319,27-Mar-15,3,1,3
120-CGC000040-M,104-PCA000001-E,321,28-Mar-15,35,1,35
120-CGC000040-M,141-PCA000024-E,323,28-Mar-15,3,1,3
120-CGC000040-M,170-PCA000084-E,325,28-Mar-15,4,1,4
120-CGC000040-M,104-PCA000004-E,322,28-Mar-15,1,1,1
120-CGC000040-M,115-PCA000007-E,338,30-Mar-15,6,1,6
120-CGC000040-M,115-PCA000037-E,326,30-Mar-15,5,1,5
120-CGC000040-M,115-PCA000037-E,337,30-Mar-15,15,1,15
120-CGC000040-M,115-PCA000039-E,327,30-Mar-15,5,1,5
120-CGC000040-M,115-PCA000039-E,339,30-Mar-15,3,1,3
120-CGC000040-M,115-PCA000039-E,340,30-Mar-15,16,1,16
120-CGC000040-M,115-PCA000084-E,328,30-Mar-15,6,2,12
120-CGC000040-M,115-PCA000084-E,341,30-Mar-15,9,2,18
120-CGC000040-M,115-PCA000084-E,342,30-Mar-15,10,2,20
120-CGC000040-M,115-PCA000084-E,343,30-Mar-15,10,2,20
120-CGC000040-M,130-PCA000207-E,344,30-Mar-15,6,3,18
120-CGC000040-M,130-PCA000207-E,345,30-Mar-15,10,3,30
120-CGC000040-M,130-PCA000207-E,346,30-Mar-15,5,3,15
120-CGC000040-M,141-PCA000024-E,329,30-Mar-15,4,1,4
120-CGC000040-M,141-PCA000024-E,334,30-Mar-15,1,1,1
120-CGC000040-M,141-PCA000024-E,336,30-Mar-15,5,1,5
120-CGC000040-M,141-PCA000024-E,347,30-Mar-15,10,1,10
120-CGC000040-M,141-PCA000024-E,348,30-Mar-15,7,1,7
120-CGC000040-M,141-PCA000024-E,349,30-Mar-15,15,1,15
120-CGC000040-M,141-PCA000024-E,350,30-Mar-15,15,1,15
120-CGC000040-M,141-PCA000024-E,351,30-Mar-15,20,1,20
120-CGC000040-M,141-PCA000024-E,352,30-Mar-15,20,1,20
120-CGC000040-M,170-PCA000002-E,353,30-Mar-15,14,1,14
120-CGC000040-M,170-PCA000002-E,354,30-Mar-15,25,1,25
120-CGC000040-M,170-PCA000002-E,355,30-Mar-15,25,1,25
120-CGC000040-M,170-PCA000003-E,356,30-Mar-15,16,3,48
120-CGC000040-M,170-PCA000003-E,357,30-Mar-15,12,3,36
120-CGC000040-M,170-PCA000003-E,358,30-Mar-15,20,3,60
120-CGC000040-M,170-PCA000003-E,359,30-Mar-15,12,3,36
120-CGC000040-M,170-PCA000084-E,331,30-Mar-15,1,1,1
120-CGC000040-M,170-PCA000084-E,330,30-Mar-15,4,1,4
120-CGC000040-M,170-PCA000084-E,360,30-Mar-15,8,1,8
120-CGC000040-M,170-PCA000084-E,361,30-Mar-15,16,1,16
120-CGC000040-M,170-PCA000084-E,362,30-Mar-15,20,1,20
120-CGC000040-M,170-PCA000084-E,363,30-Mar-15,23,1,23
120-CGC000040-M,170-PCA000084-E,364,30-Mar-15,20,1,20
120-CGC000040-M,104-PCA000003-E,332,30-Mar-15,1,1,1
120-CGC000040-M,104-PCA000004-E,333,30-Mar-15,1,1,1
120-CGC000040-M,104-PCA000001-E,370,31-Mar-15,3,1,3
120-CGC000040-M,104-PCA000001-E,372,31-Mar-15,4,1,4
120-CGC000040-M,141-PCA000024-E,368,31-Mar-15,5,1,5
120-CGC000040-M,104-PCA000002-E,371,31-Mar-15,9,1,9
120-CGC000040-M,104-PCA000001-E,3,07-Apr-15,5,1,5
120-CGC000040-M,170-PCA000084-E,4,11-Apr-15,28,1,28
120-CGC000040-M,170-PCA000084-E,4,13-Apr-15,7,1,7
120-CGC000040-M,170-PCA000002-E,9,14-Apr-15,1,1,1
120-CGC000040-M,170-PCA000084-E,7,14-Apr-15,3,1,3
120-CGC000040-M,104-PCA000003-E,8,14-Apr-15,3,1,3
120-CGC000040-M,141-PCA000002-E,11,16-Apr-15,1,1,1
120-CGC000040-M,170-PCA000084-E,12,16-Apr-15,9,1,9
120-CGC000040-M,104-PCA000001-E,15,17-Apr-15,3,1,3
120-CGC000040-M,141-PCA000002-E,13,17-Apr-15,5,1,5
120-CGC000040-M,170-PCA000002-E,14,17-Apr-15,3,1,3
120-CGC000040-M,170-PCA000002-E,20,21-Apr-15,1,1,1
120-CGC000040-M,170-PCA000003-E,16,21-Apr-15,1,3,3
120-CGC000040-M,170-PCA000084-E,17,21-Apr-15,2,1,2
120-CGC000040-M,104-PCA000003-E,18,21-Apr-15,11,1,11
120-CGC000040-M,104-PCA000004-E,19,21-Apr-15,1,1,1
120-CGC000040-M,104-PCA000001-E,25,22-Apr-15,2,1,2
120-CGC000040-M,170-PCA000084-E,24,22-Apr-15,1,1,1
120-CGC000040-M,104-PCA000002-E,21,22-Apr-15,1,1,1
120-CGC000040-M,104-PCA000003-E,22,22-Apr-15,14,1,14
120-CGC000040-M,104-PCA000004-E,23,22-Apr-15,1,1,1
120-CGC000040-M,170-PCA000002-E,27,24-Apr-15,5,1,5
120-CGC000040-M,104-PCA000002-E,26,24-Apr-15,2,1,2
120-CGC000040-M,170-PCA000002-E,28,27-Apr-15,2,1,2
120-CGC000040-M,170-PCA000084-E,29,27-Apr-15,1,1,1
120-CGC000040-M,104-PCA000001-E,30,04-May-15,1,1,1
120-CGC000040-M,170-PCA000084-E,31,04-May-15,3,1,3
120-CGC000040-M,104-PCA000025-E,37,05-May-15,135,1,135
120-CGC000040-M,104-PCA000004-E,36,11-May-15,3,1,3
120-CGC000040-M,141-PCA000002-E,40,13-May-15,1,1,1
120-CGC000040-M,104-PCA000025-E,39,13-May-15,5,1,5
120-CGC000040-M,103-PCA000027-E,41,15-May-15,80,1,80
120-CGC000040-M,130-PCA000207-E,42,18-May-15,2,3,6
120-CGC000040-M,103-PCA000027-E,44,19-May-15,105,1,105
120-CGC000040-M,130-PCA000207-E,45,19-May-15,1,3,3
120-CGC000040-M,170-PCA000002-E,43,19-May-15,19,1,19
120-CGC000040-M,115-PCA000084-E,51,22-May-15,3,2,6
120-CGC000040-M,130-PCA000207-E,49,22-May-15,1,3,3
120-CGC000040-M,141-PCA000002-E,50,22-May-15,4,1,4
120-CGC000040-M,170-PCA000002-E,48,22-May-15,45,1,45
120-CGC000040-M,170-PCA000084-E,53,22-May-15,18,1,18
120-CGC000040-M,103-PCA000027-E,54,23-May-15,20,1,20
120-CGC000040-M,170-PCA000002-E,55,23-May-15,4,1,4
120-CGC000040-M,104-PCA000025-E,56,23-May-15,9,1,9
120-CGC000040-M,170-PCA000002-E,58,25-May-15,25,1,25
120-CGC000040-M,170-PCA000084-E,59,25-May-15,40,1,40
120-CGC000040-M,170-PCA000002-E,60,26-May-15,50,1,50
120-CGC000040-M,170-PCA000084-E,61,26-May-15,40,1,40
120-CGC000040-M,170-PCA000084-E,62,26-May-15,10,1,10
120-CGC000040-M,170-PCA000002-E,63,27-May-15,4,1,4
120-CGC000040-M,170-PCA000003-E,65,27-May-15,5,3,15
120-CGC000040-M,170-PCA000084-E,64,27-May-15,60,1,60
120-CGC000040-M,103-PCA000027-E,68,29-May-15,50,1,50
120-CGC000040-M,170-PCA000084-E,67,29-May-15,8,1,8
120-CGC000040-M,170-PCA000084-E,67,29-May-15,27,1,27
120-CGC000040-M,104-PCA000002-E,66,29-May-15,5,1,5
120-CGC000040-M,104-PCA000002-E,66,29-May-15,15,1,15
120-CGC000040-M,103-PCA000027-E,71,31-May-15,6,1,6
120-CGC000040-M,170-PCA000002-E,72,31-May-15,4,1,4
120-CGC000040-M,170-PCA000084-E,70,31-May-15,8,1,8
120-CGC000040-M,104-PCA000003-E,69,31-May-15,14,1,14
120-CGC000040-M,104-PCA000003-E,69,31-May-15,11,1,11
120-CGC000040-M,104-PCA000003-E,73,31-May-15,40,1,40
120-CGC000040-M,170-PCA000084-E,75,02-Jun-15,17,1,17
120-CGC000040-M,104-PCA000003-E,74,02-Jun-15,15,1,15
120-CGC000040-M,115-PCA000037-E,79,03-Jun-15,1,1,1
120-CGC000040-M,170-PCA000003-E,77,03-Jun-15,1,3,3
120-CGC000040-M,170-PCA000084-E,78,03-Jun-15,20,1,20
120-CGC000040-M,104-PCA000003-E,80,03-Jun-15,35,1,35
120-CGC000040-M,115-PCA000037-E,81,05-Jun-15,6,1,6
120-CGC000040-M,170-PCA000084-E,82,05-Jun-15,29,1,29
120-CGC000040-M,104-PCA000003-E,83,05-Jun-15,4,1,4
120-CGC000040-M,170-PCA000003-E,84,06-Jun-15,11,3,33
120-CGC000040-M,170-PCA000003-E,84,06-Jun-15,14,3,42
120-CGC000040-M,170-PCA000003-E,86,10-Jun-15,50,3,150
120-CGC000040-M,115-PCA000037-E,92,11-Jun-15,3,1,3
120-CGC000040-M,104-PCA000001-E,90,11-Jun-15,8,1,8
120-CGC000040-M,170-PCA000003-E,93,11-Jun-15,20,3,60
120-CGC000040-M,104-PCA000003-E,91,11-Jun-15,6,1,6
120-CGC000040-M,115-PCA000037-E,95,13-Jun-15,8,1,8
120-CGC000040-M,170-PCA000003-E,96,13-Jun-15,35,3,105
120-CGC000040-M,170-PCA000084-E,97,13-Jun-15,4,1,4
120-CGC000040-M,170-PCA000003-E,98,15-Jun-15,6,3,18
120-CGC000040-M,130-PCA000205-E,99,15-Jun-15,30,1,30
120-CGC000040-M,170-PCA000003-E,101,16-Jun-15,5,3,15
120-CGC000040-M,130-PCA000205-E,102,16-Jun-15,40,1,40
120-CGC000040-M,170-PCA000003-E,105,18-Jun-15,16,3,48
120-CGC000040-M,130-PCA000205-E,106,18-Jun-15,60,1,60
120-CGC000040-M,115-PCA000037-E,109,19-Jun-15,1,1,1
120-CGC000040-M,115-PCA000084-E,108,19-Jun-15,1,2,2
120-CGC000040-M,130-PCA000205-E,107,19-Jun-15,20,1,20
120-CGC000040-M,103-PCA000027-E,113,23-Jun-15,2,1,2
120-CGC000040-M,170-PCA000003-E,111,23-Jun-15,9,3,27
120-CGC000040-M,170-PCA000084-E,112,23-Jun-15,9,1,9
120-CGC000040-M,130-PCA000205-E,114,23-Jun-15,11,1,11
120-CGC000040-M,141-PCA000002-E,118,26-Jun-15,1,1,1
120-CGC000040-M,170-PCA000003-E,117,26-Jun-15,10,3,30
120-CGC000040-M,130-PCA000205-E,116,26-Jun-15,28,1,28
120-CGC000040-M,115-PCA000037-E,120,30-Jun-15,5,1,5
120-CGC000040-M,170-PCA000003-E,119,30-Jun-15,6,3,18
120-CGC000040-M,170-PCA000084-E,122,30-Jun-15,4,1,4
120-CGC000040-M,130-PCA000205-E,121,30-Jun-15,11,1,11
120-CGC000040-M,115-PCA000037-E,125,02-Jul-15,3,1,3
120-CGC000040-M,170-PCA000003-E,126,02-Jul-15,5,3,15
120-CGC000040-M,170-PCA000084-E,124,02-Jul-15,5,1,5
120-CGC000040-M,130-PCA000205-E,123,02-Jul-15,14,1,14
120-CGC000040-M,170-PCA000002-E,130,07-Jul-15,3,1,3
120-CGC000040-M,170-PCA000003-E,127,07-Jul-15,3,3,9
120-CGC000040-M,104-PCA000002-E,129,07-Jul-15,20,1,20
120-CGC000040-M,130-PCA000205-E,128,07-Jul-15,34,1,34
120-CGC000040-M,141-PCA000002-E,135,09-Jul-15,2,1,2
120-CGC000040-M,170-PCA000002-E,132,09-Jul-15,3,1,3
120-CGC000040-M,104-PCA000003-E,136,09-Jul-15,4,1,4
120-CGC000040-M,130-PCA000205-E,134,09-Jul-15,10,1,10
120-CGC000040-M,103-PCA000027-E,142,13-Jul-15,2,1,2
120-CGC000040-M,104-PCA000002-E,143,13-Jul-15,3,1,3
120-CGC000040-M,001-PCA000062-E,141,13-Jul-15,10,1,10
120-CGC000040-M,115-PCA000037-E,146,15-Jul-15,6,1,6
120-CGC000040-M,001-PCA000062-E,145,15-Jul-15,34,1,34
120-CGC000040-M,115-PCA000037-E,150,20-Jul-15,5,1,5
120-CGC000040-M,104-PCA000002-E,151,20-Jul-15,2,1,2
120-CGC000040-M,104-PCA000003-E,152,20-Jul-15,5,1,5
120-CGC000040-M,130-PCA000205-E,153,20-Jul-15,16,1,16
120-CGC000040-M,103-PCA000027-E,160,24-Jul-15,2,1,2
120-CGC000040-M,104-PCA000001-E,161,24-Jul-15,1,1,1
120-CGC000040-M,115-PCA000084-E,159,24-Jul-15,1,2,2
120-CGC000040-M,170-PCA000084-E,158,24-Jul-15,3,1,3
120-CGC000040-M,104-PCA000025-E,156,24-Jul-15,2,1,2
120-CGC000040-M,130-PCA000205-E,157,24-Jul-15,2,1,2
120-CGC000040-M,115-PCA000039-E,171,31-Jul-15,2,1,2
120-CGC000040-M,170-PCA000084-E,169,31-Jul-15,4,1,4
120-CGC000040-M,130-PCA000205-E,170,31-Jul-15,5,1,5
120-CGC000040-M,115-PCA000039-E,176,05-Aug-15,5,1,5
120-CGC000040-M,170-PCA000084-E,177,05-Aug-15,9,1,9
120-CGC000040-M,115-PCA000039-E,179,10-Aug-15,4,1,4
120-CGC000040-M,103-PCA000027-E,194,21-Sep-15,1,1,1
120-CGC000040-M,115-PCA000039-E,191,21-Sep-15,2,1,2
120-CGC000040-M,115-PCA000084-E,195,21-Sep-15,1,2,2
120-CGC000040-M,130-PCA000207-E,196,21-Sep-15,1,3,3
120-CGC000040-M,170-PCA000003-E,190,21-Sep-15,1,3,3
120-CGC000040-M,104-PCA000003-E,192,21-Sep-15,1,1,1
120-CGC000040-M,104-PCA000025-E,193,21-Sep-15,1,1,1
120-CGC000040-M,001-PCA000062-E,189,21-Sep-15,6,1,6
120-CGC000040-M,115-PCA000084-E,197,25-Sep-15,17,2,34
120-CGC000040-M,130-PCA000207-E,198,25-Sep-15,1,3,3
120-CGC000040-M,130-PCA000207-E,198,25-Sep-15,10,3,30
120-CGC000040-M,104-PCA000001-E,231,13-Jan-16,2,1,2
120-CGC000040-M,170-PCA000084-E,228,13-Jan-16,24,1,24
120-CGC000040-M,170-PCA000256-E,229,13-Jan-16,4,1,4
120-CGC000040-M,104-PCA000025-E,230,13-Jan-16,3,1,3
120-CGC000040-M,170-PCA000084-E,232,14-Jan-16,7,1,7
120-CGC000040-M,130-PCA000205-E,233,14-Jan-16,26,1,26
120-CGC000040-M,103-PCA000027-E,239,19-Jan-16,2,1,2
120-CGC000040-M,115-PCA000039-E,243,19-Jan-16,3,1,3
120-CGC000040-M,115-PCA000084-E,235,19-Jan-16,1,2,2
120-CGC000040-M,141-PCA000002-E,240,19-Jan-16,3,1,3
120-CGC000040-M,170-PCA000002-E,242,19-Jan-16,2,1,2
120-CGC000040-M,170-PCA000003-E,236,19-Jan-16,2,3,6
120-CGC000040-M,104-PCA000003-E,237,19-Jan-16,7,1,7
120-CGC000040-M,104-PCA000004-E,238,19-Jan-16,4,1,4
120-CGC000040-M,130-PCA000205-E,241,19-Jan-16,3,1,3
